0	0	5	2	0.6	0	null	1	1.4	0.3	2	2	0	2	1									
1	0	5	2	0.4	-1	0	1	1	0.2	2	2	0	1	0									
2	0	5	2	0.6	0	null	2	1.6	0.4	1	2	2	2	1									
3	0	5	2	0.4	0	null	1	0.6	0.1	2	0	-2	1	2									
4	0	5	0	0.6	0	null	1	0.8	0.3	0	3	0	1	0									
5	0	5	2	0.5	0	null	1	1.25	0.1	-1	0	2	2	1									
6	0	5	2	0.6	0	null	1	1.4	0.3	1	2	0	2	2									
7	0	5	2	1	0	null	2	2	1	2	2	2	2	2									
9	0	5	0	0.75	0	null	0	0.25	0.3	1	-1	0	0	0									
10	0	5	2	0.4	0	null	2	1	0.2	2	0	-1	2	0									
11	0	6	0	0.833333333	0	null	0	0.33	0.666666667	0	0	0	0	2	0								
12	0	5	0	1	0	null	0	0	1	0	0	0	0	0									
13	0	5	0	0.8	0	null	0	-0.4	0.6	-2	0	0	0	0									
14	0	5	0	0.8	0	null	0	0.2	0.6	0	0	1	0	0									
15	0	5	0	0.6	0	null	1	0.6	0.3	2	0	0	0	1									
16	0	5	0	1	0	null	0	0	1	0	0	0	0	0									
17	0	5	0	1	0	null	0	0	1	0	0	0	0	0									
18	0	5	0	0.6	0	null	2	1.2	0.4	0	0	2	2	2									
19	0	5	1	0.6	0	null	1	0.6	0.4	0	0	1	1	1									
20	0	5	0	0.4	-1	-2	0	-0.6	0.2	1	0	-2	0	-2									
21	0	5	0	1	0	null	0	0	1	0	0	0	0	0									
22	0	5	0	0.6	0	null	1	0.6	0.3	0	0	2	1	0									
23	0	5	2	0.4	-1	0	1	1	0.2	2	2	0	1	0									
24	0	6	0	0.833333333	0	null	0	0.33	0.666666667	0	0	0	2	0	0								
25	0	5	0	1	0	null	0	0	1	0	0	0	0	0									
26	0	5	1	0.4	-1	0	1	0.8	0.2	0	2	1	1	0									
27	0	6	0	0.666666667	0	null	1	0.83	0.4	0	4	0	0	0	1								
28	1	5	3	0.6	0	null	2	2.2	0.3	3	0	3	3	2									
29	1	5	0	0.6	0	null	0	0.4	0.4	1	0	1	0	0									
30	1	5	2	0.6	0	null	2	1.2	0.4	2	0	2	2	0									
31	1	5	2	1	0	null	2	2	1	2	2	2	2	2									
32	1	5	2	1	0	null	2	2	1	2	2	2	2	2									
33	1	8	2	1	0	null	2	2	1	2	2	2	2	2	2	2	2						
34	1	5	0	1	0	null	0	0	0.6	0	0	-1	0	0									
35	1	5	2	0.8	0	null	2	2.2	0.6	3	2	2	2	2									
37	1	5	2	0.6	0	null	2	1.2	0.4	0	2	2	2	0									
38	1	5	3	0.6	0	null	3	1.8	0.4	3	0	3	3	0									
39	1	5	3	0.8	0	null	3	3.8	0.6	3	3	3	3	7									
41	1	5	0	0.8	0	null	0	0.4	0.6	0	2	0	0	0									
42	1	5	2	0.8	0	null	3	2.4	0.6	0	3	3	3	3									
43	1	5	2	0.6	0	null	0	0.8	0.3	2	-2	0	2	2									
44	1	5	3	0.6	0	null	3	2.2	0.4	3	3	3	1	1									
45	1	5	3	0.4	-1	0	1	1.4	0.2	1	3	0	3	0									
46	1	5	0	0.6	0	null	3	1.8	0.3	6	0	0	3	0									
49	1	5	3	0.8	0	null	3	2.4	0.6	3	3	0	3	3									
50	1	5	3	0.6	0	null	3	1.8	0.4	0	0	3	3	3									
52	1	5	3	0.6	0	null	3	2.6	0.4	3	3	2	3	2									
53	1	6	0	0.5	0	null	2	2	0.266666667	0	3	2	2	2	3								
55	1	5	3	0.4	0	null	2	1.8	0.1	2	0	1	3	3									
56	1	5	2	1	0	null	2	2	1	2	2	2	2	2									
57	2	5	0	0.8	0	null	0	0.2	0.6	0	0	0	1	0									
58	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
59	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
60	2	5	0	0.8	0	null	0	0.2	0.6	0	0	0	0	1									
61	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
62	2	5	0	0.6	0	null	0	0	0.3	0	0	2	0	-2									
65	2	5	0	0.8	0	null	0	1	0.6	5	0	0	0	0									
66	2	6	0	1	0	null	0	0	1	0	0	0	0	0	0								
68	2	5	0	0.8	0	null	0	-0.4	0.6	0	0	0	0	-2									
70	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
71	2	6	0	1	0	null	0	0	1	0	0	0	0	0	0								
72	2	5	0	0.6	0	null	2	1.2	0.4	2	2	0	0	2									
73	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
74	2	5	0	0.8	0	null	0	0.4	0.6	0	0	0	2	0									
75	2	5	0	1	0	null	0	0	0.6	0	0	0	-1	0									
76	2	5	0	0.8	0	null	0	0.2	0.6	1	0	0	0	0									
77	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
78	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
79	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
80	2	5	0	0.8	0	null	0	0.2	0.6	0	0	0	1	0									
81	2	7	0	0.857142857	0	null	0	0.14	0.714285714	0	0	0	1	0	0	0							
82	2	5	0	0.8	0	null	0	1.2	0.6	6	0	0	0	0									
83	2	6	1	0.5	-1	0	1	0.5	0.4	1	1	0	1	0	0								
84	2	5	0	1	0	null	0	0	1	0	0	0	0	0									
87	3	5	2	0.4	-1	0	1	1	0.2	2	0	1	2	0									
88	3	5	0	0.6	0	null	0	0	0.3	0	0	2	0	-2									
90	3	6	0	0.833333333	0	null	0	0.33	0.666666667	2	0	0	0	0	0								
93	3	5	0	1	0	null	0	0	1	0	0	0	0	0									
94	3	5	1	0.8	0	null	1	1.2	0.6	1	1	2	1	1									
95	3	5	0	0.8	0	null	0	1.4	0.6	7	0	0	0	0									
96	3	5	0	1	0	null	0	0	1	0	0	0	0	0									
97	3	5	0	0.6	0	null	0	0.8	0.4	2	0	2	0	0									
98	3	5	0	1	0	null	0	0	1	0	0	0	0	0									
100	3	5	0	1	0	null	0	0	1	0	0	0	0	0									
101	3	5	1	0.6	0	null	1	0.6	0.4	0	0	1	1	1									
