0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	35
1	37
1	38
1	39
1	41
1	42
1	43
1	44
1	45
1	46
1	49
1	50
1	52
1	53
1	55
1	56
2	57
2	58
2	59
2	60
2	61
2	62
2	65
2	66
2	68
2	70
2	71
2	72
2	73
2	74
2	75
2	76
2	77
2	78
2	79
2	80
2	81
2	82
2	83
2	84
3	87
3	88
3	90
3	93
3	94
3	95
3	96
3	97
3	98
3	100
3	101
3	102
3	104
3	106
3	108
3	109
3	110
3	112
3	113
3	114
3	116
4	117
4	118
4	120
4	123
4	124
4	125
4	126
4	127
4	128
4	129
4	130
4	131
4	132
4	133
4	134
4	135
4	136
4	139
4	140
4	141
4	142
4	143
5	145
5	146
5	147
5	148
5	149
5	150
5	151
5	152
5	153
5	154
5	155
5	156
5	157
5	158
5	159
5	160
5	161
5	162
5	164
5	165
5	166
5	167
5	168
5	169
5	170
5	171
5	172
5	173
5	174
5	175
5	176
5	177
5	178
5	179
5	180
5	181
5	182
5	183
5	184
6	185
6	186
6	187
6	188
6	189
6	190
6	191
6	192
6	193
6	194
6	195
6	196
6	197
6	198
6	199
6	200
6	201
6	202
6	203
6	204
6	205
6	206
6	207
6	208
6	209
6	210
6	211
6	212
6	213
6	214
6	215
6	216
6	217
6	218
6	219
6	220
6	221
7	222
7	223
7	224
7	225
7	226
7	227
7	228
7	229
7	230
7	231
7	232
7	233
7	234
7	235
7	236
7	237
7	238
7	239
7	241
7	242
7	243
7	244
7	245
7	246
7	247
7	250
7	251
7	252
7	253
7	254
7	255
8	256
8	257
8	259
8	260
8	261
8	263
8	264
8	265
8	266
8	267
8	268
8	270
8	271
8	272
8	273
8	275
8	276
8	278
8	279
8	280
8	281
8	282
8	283
8	284
8	285
8	286
8	287
8	288
8	289
8	290
9	292
9	294
9	295
9	296
9	297
9	298
9	299
9	300
9	301
9	302
9	303
9	305
9	306
9	307
9	308
9	309
9	310
9	311
9	314
9	315
9	316
9	317
9	318
9	319
9	320
9	322
9	323
9	324
9	325
9	326
9	327
9	328
10	329
10	330
10	331
10	332
10	334
10	335
10	336
10	338
10	339
10	340
10	341
10	342
10	343
10	345
10	346
10	347
10	348
10	349
10	350
10	351
10	352
10	353
10	354
10	355
10	356
10	357
10	358
10	359
11	360
11	361
11	362
11	363
11	364
11	366
11	367
11	368
11	369
11	370
11	371
11	372
11	373
11	374
11	375
11	376
11	377
11	378
11	379
11	381
11	382
11	384
11	385
11	386
11	388
11	389
11	390
11	391
12	392
12	393
12	394
12	395
12	396
12	397
12	398
12	399
12	400
12	401
12	402
12	403
12	404
12	405
12	406
12	407
12	408
12	409
12	410
12	412
12	413
12	414
12	415
12	416
12	417
12	418
12	419
12	420
12	421
12	422
12	423
12	424
12	425
12	426
13	428
13	429
13	430
13	431
13	432
13	433
13	434
13	435
13	436
13	437
13	438
13	439
13	440
13	441
13	442
13	443
13	444
13	445
13	446
13	447
13	448
13	449
13	450
13	451
13	452
13	453
13	455
13	456
13	457
13	458
13	460
14	461
14	462
14	464
14	465
14	466
14	468
14	469
14	470
14	472
14	473
14	474
14	475
14	476
14	477
14	478
14	479
14	481
14	482
14	484
14	486
14	487
14	488
14	489
14	490
14	491
15	494
15	495
15	496
15	497
15	498
15	499
15	500
15	501
15	502
15	503
15	504
15	506
15	507
15	508
15	509
15	510
15	511
15	512
15	513
15	514
15	515
15	518
15	519
15	520
15	521
15	522
15	523
15	524
15	525
16	555
16	556
16	558
16	559
16	561
16	562
16	563
16	564
16	565
16	566
16	567
16	568
16	570
16	571
16	572
16	573
16	575
16	577
16	579
16	581
16	582
16	583
16	585
16	587
17	526
17	527
17	529
17	531
17	532
17	533
17	534
17	535
17	536
17	537
17	538
17	539
17	540
17	541
17	542
17	543
17	545
17	547
17	549
17	550
17	551
17	552
17	553
18	613
18	614
18	617
18	618
18	619
18	620
18	621
18	622
18	623
18	624
18	627
18	628
18	629
18	630
18	631
18	634
18	635
18	637
18	638
18	639
18	640
18	641
18	642
18	643
18	644
19	589
19	590
19	591
19	592
19	593
19	594
19	595
19	596
19	597
19	598
19	599
19	600
19	602
19	603
19	604
19	605
19	606
